content,techniques
وتتوافق توقعات الصندوق مع تقديرات حكومة المملكة التى توقع نمو اقتصادها خلال العام الجاري بنسبة 8 % ، بدعم ارتفاع إنتاج النفط ونمو القطاع غير النفطي مدعوماً بالتعافي السريع من جائحة كورونا. وفي حال سجل الاقتصاد السعودي معدلات النمو المتوقعة، سيكون قد حقق أعلى معدلات نمو خلال 11 عاماً، أي منذ عام 2011 عندما نما الناتج المحلي الإجمالي بالأسعار الثابتة 10 % .,['no_technique']
وإن صحت المعلومات يكون عدد أماكن عبادة المسلمين هو الأدنى في الإقليم منذ عقد الاضطرابات الوطنية التي أججتها الثورة الثقافية في الستينات.,"[""'loaded_language'""]"
وقطعت وسائل الإعلام الكويتية الإرسال وبدأت في بث تلاوات من القرآن لفترة قبل الإعلان رسميا عن الوفاة.,['no_technique']
الاعتماد الاستثنائي الأميركي لهذا الاختبار يفتح الباب أمام استخدامه في الولايات المتحدة، والأسواق التي تقبل الاعتماد وفقاً للمعايير الأوروبية.,"[""'loaded_language'""]"
"وفي هذا السياق، ذكرت ""بلومبيرغ"" أن لقاحاً جديداً من شركة جونسون، أظهر أخيراً نتائج إيجابية باستخدام جرعة واحدة في تجربة سريرية كبيرة. وفي حالة الموافقة، ستقوم ""بلومبيرغ"" بتعديل عدد الجرعات المطلوبة بما يتناسب مع حصة الشركة في السوق في كل بلد.",['no_technique']
وبحسب التقرير المشترك الذي أعدته ست منظمات مصرية ودولية أطلقت على نفسها وصف “التحالف”، والمقدم للأمم المتحدة وفق القواعد المنظمة لعملية الاستعراض الدوري، “لم تكتف السلطات المصرية باستخدام التعذيب كوسيلة لانتزاع الاعترافات الملفقة من المختفين قسريًا في أماكن الاحتجاز غير الرسمية، وإنما توسعت في توظيف التعذيب في أماكن الاحتجاز الرسمية.”,['no_technique']
وكان مستشفى وسيلة بورقيبة قد شهد اختطاف رضيع يوم الأربعاء 1 جويلية/ يوليو الجاري، عندما تركته والدته في غرفة بالمستشفى بعد أن وقع استدعاؤها لقيس ضغط دمها، لتفاجأ لدى عودتها بعدم وجود طفلها في مكانه.,['no_technique']
"وتنقل وزارة الأوقاف صلاة الجمعة اليوم، من مسجد السلطان أبو العلا فى القاهرة، وقرر الدكتور محمد مختار جمعة وزير الأوقاف، تكليف الشيخ حازم جلال بأداء خطبة الجمعة بالمسجد، بعنوان: ""فضائل وأعمال يوم عرفة ويوم الأضحى "".",['no_technique']
وأشار رئيس البلديّة، جيم واتسون خلال مؤتمر صحافي إلى أنه زار ليل الجمعة منطقة دونروبين في غرب أوتاوا، وهي واحدة من المنطقتين الأكثر تضررًا من الإعصار.,['no_technique']
"وقال خالد مجاهد فى تصريحات خاصة لـ""اليوم السابع""، إن الوزيرة بصحة جيدة، وأنها تباشر مهام عملها بشكل طبيعى، مضيفا أنها ستقوم بعدد من الجولات التفقدية صباح اليوم الخميس، مما ينفى كل ما يثار عن ""السوشيال ميديا""، حول خبر إصابتها.","[""'loaded_language'""]"
يذكر القائد الشاب لحركة أنصار الله الزيدية الشيعية المسلحة في اليمن عبد الملك الحوثي بزعيم حزب الله اللبناني، حسن نصرالله، من حيث الطريقة في التعبير أو في مضمون الخطاب الذي يركز على محاربة الفساد والمطالبة بالشراكة الوطنية والعداء للغرب وإسرائيل.,"[""'loaded_language'""]"
لا يزال فيروس كورونا يثير حالة من القلق في العالم منذ ظهوره أواخر العام الماضي في مدينة ووهان الصينية. ولم يسلم العالم العربي من ذلك، مع تسجيل أولى حالات الإصابة في بعض الدول العربية، وتزايد أعداد المصابين في العالم العربي ومنطقة الشرق الأوسط.,['no_technique']
محمد أبو تريكة لاعب كرة قدم مصري، بدأ حياته مع نادي الترسانة وحقق نجوميته ضمن النادي الأهلي. عرف بأسلوب لعبه النظيف، وبتضامنه مع غزة وضحايا مجزرة بورسعيد، ونال شهرة عربية وأفريقية واسعة بعد فوزه رفقة المنتخب بألقاب قارية. المولد والنشأة,"[""'loaded_language'""]"
وأضافت المصادر، أنّ الشبّان قد عبّروا عن اعتراضهم على قرار الإغلاق، وهو ما أدّى إلى شجار بينهم وبين عناصر الأمن، الذين أطلقوا النار على شابين ما أدّى إلى إصابتهما في قدميهما، وجرى نقلهما إلى مستشفى الجمعية العربية.,['no_technique']
حسم فريق المريخ موقعة الشيكان بالابيض بالفوز على نظيره أهلي طرابلس الليبي بهدفين دون ردٍ، في المباراة التي أقيمت بينهما، اليوم الجمعة، في ذهاب دور الـ32 من أبطال إفريقيا.,"[""'loaded_language'""]"
وأمر، الأمير فيصل بن سلمان، أمير منطقة المدينة، بعمل تجربة إضاءة للقبة، كإشارة للإعلام بدخول موعد الإفطار في “شهر رمضان” لمن هم خارج مناطق سماع الأذان؛ للمساهمة في معرفة موعد الإفطار عند إنارة اللمبة الحمراء أعلى المنارة.,['no_technique']
وأوضحت وزارة الصحة المغربية أن المصاب مواطن مغربي مقيم بإيطاليا، مشيرة إلى أن حالته الصحية مستقرة وأنه يخضع حاليا لعزل صحي بمدينة الدار البيضاء.,['no_technique']
أكثر من 20 مليار دولار بين استثمارات مباشرة وتبادل تجاري. ما مكانة الكويت بين الدول المستثمرة والشريكة لمصر؟,"[""'whataboutism'""]"
والمحكمة –التي يقع مقرها بمدينة لاهاي بهولندا، لكنها يمكن أن تعقد جلساتها في أي مكان آخر- هي محكمة مكملة للقضاء الوطني للدول الأعضاء فيها، وتمثل المآل الأخير عندما تكون هذه المحاكم غير قادرة على التحقيق مع المتهمين بالجرائم المذكورة، أو لا تريد ذلك.,['no_technique']
